speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
turvul,Turkey Vulture,Cathartes aura,L283345,Guajome Regional Park,2024-11-27 13:31,1.0,33.2471763,-117.2729558,True,False,False,S203810378
turvul,Turkey Vulture,Cathartes aura,L6684303,Los Angeles River--south of Willow St. to PCH,2024-11-27 13:26,2.0,33.795222,-118.2048333,True,False,False,S203807179
turvul,Turkey Vulture,Cathartes aura,L207063,Upper Newport Bay,2024-11-27 13:25,2.0,33.6432772,-117.8879356,True,False,False,S203804002
turvul,Turkey Vulture,Cathartes aura,L38300970,Montara Neighborhoods--East,2024-11-27 13:19,1.0,37.53868,-122.505873,True,False,True,S203842350
turvul,Turkey Vulture,Cathartes aura,L275138,Muir Woods NM,2024-11-27 13:17,2.0,37.892151,-122.5694604,True,False,False,S203815568
turvul,Turkey Vulture,Cathartes aura,L1494748,"Mendocino Drive, Ukiah",2024-11-27 13:15,1.0,39.1402754,-123.2140013,True,False,True,S203903348
turvul,Turkey Vulture,Cathartes aura,L6168584,Walk On Beach,2024-11-27 13:15,3.0,38.7346971,-123.4909523,True,False,True,S203905183
turvul,Turkey Vulture,Cathartes aura,L30516656,East Second Hill,2024-11-27 13:11,3.0,38.29988,-122.453325,True,False,True,S203801955
turvul,Turkey Vulture,Cathartes aura,L38291960,"I-5 N, Redding US-CA 40.50004, -122.33425",2024-11-27 13:04,4.0,40.500039,-122.334249,True,False,True,S203800320
turvul,Turkey Vulture,Cathartes aura,L37883902,"19752 Morgan Valley Rd, Lower Lake US-CA 38.89528, -122.54540",2024-11-27 13:01,1.0,38.895278,-122.545402,True,False,True,S203808114
turvul,Turkey Vulture,Cathartes aura,L29020339,"3501 Bradshaw Road, Sacramento, California, US (38.559, -121.334)",2024-11-27 12:56,1.0,38.5587925,-121.334421,True,False,True,S203805707
turvul,Turkey Vulture,Cathartes aura,L38295563,"County Road 429B, Laytonville US-CA 39.66449, -123.52653",2024-11-27 12:54,3.0,39.664494,-123.526531,True,False,True,S203815480
turvul,Turkey Vulture,Cathartes aura,L4025297,Frank G. Bonelli RP--South and East Access,2024-11-27 12:50,1.0,34.0821838,-117.800442,True,False,False,S203807962
turvul,Turkey Vulture,Cathartes aura,L11467075,Iron Horse - Coyote Creek,2024-11-27 12:50,2.0,37.7419712,-121.9388718,True,False,True,S203805547
turvul,Turkey Vulture,Cathartes aura,L5835112,Edible Schoolyard,2024-11-27 12:50,1.0,37.8827152,-122.2762012,True,False,False,S203809116
turvul,Turkey Vulture,Cathartes aura,L20679837,Vandenberg SFB--Fitness Center Trail (restricted access),2024-11-27 12:49,2.0,34.73168,-120.5424291,True,False,False,S203924395
turvul,Turkey Vulture,Cathartes aura,L38293938,"Leona Canyon Open Space Regional Preserve, Oakland US-CA 37.78134, -122.14952",2024-11-27 12:40,3.0,37.78134,-122.149519,True,False,True,S203808525
turvul,Turkey Vulture,Cathartes aura,L10842558,Road 307/Rattlesnake Fire Trail,2024-11-27 12:35,7.0,39.661537,-122.613756,True,False,True,S203854898
turvul,Turkey Vulture,Cathartes aura,L2158799,Arroyo las Positas--El Charro Rd.,2024-11-27 12:34,,37.6940222,-121.8519917,True,False,False,S203808900
turvul,Turkey Vulture,Cathartes aura,L451998,Wildhorse Golf Course--ag buffer,2024-11-27 12:34,1.0,38.5739669,-121.7132297,True,False,False,S203806951
turvul,Turkey Vulture,Cathartes aura,L595238,Clements Cemetery,2024-11-27 12:34,3.0,38.2020703,-121.0892916,True,False,False,S203800319
turvul,Turkey Vulture,Cathartes aura,L1334829,Avenal St. and Santa Ana Rd.,2024-11-27 12:32,5.0,34.4240205,-119.3526762,True,False,False,S203816281
turvul,Turkey Vulture,Cathartes aura,L825449,MacKerricher SP--end of Ward Ave Beach and Bluffs,2024-11-27 12:30,12.0,39.502236,-123.7872505,True,False,False,S203797777
turvul,Turkey Vulture,Cathartes aura,L38293913,"Portola Sycamore, Carpinteria US-CA 34.39327, -119.51756",2024-11-27 12:25,2.0,34.393274,-119.517565,True,False,True,S203808424
turvul,Turkey Vulture,Cathartes aura,L650670,American Canyon Wetlands,2024-11-27 12:22,2.0,38.1801109,-122.2731047,True,False,False,S203817476
turvul,Turkey Vulture,Cathartes aura,L1280788,Hwy 162--grassland belt,2024-11-27 12:22,6.0,39.6594296,-122.5477695,True,False,False,S203796274
turvul,Turkey Vulture,Cathartes aura,L1030029,My yard,2024-11-27 12:19,1.0,38.5531935,-121.3505186,True,False,True,S203795775
turvul,Turkey Vulture,Cathartes aura,L38290670,"San Diego Fwy, Irvine US-CA 33.67358, -117.83519",2024-11-27 12:16,1.0,33.673576,-117.835194,True,False,True,S203794392
turvul,Turkey Vulture,Cathartes aura,L1294688,Sacramento Reg Wastewater Treatment Plant (limited access),2024-11-27 12:11,1.0,38.4407495,-121.4792633,True,False,False,S203795103
turvul,Turkey Vulture,Cathartes aura,L2069083,Elk Creek--Hwy 162 bridge,2024-11-27 12:08,2.0,39.6121023,-122.5286937,True,False,False,S203794266
turvul,Turkey Vulture,Cathartes aura,L38295918,"11849 Bel Terrace, Los Angeles, California, US (34.086, -118.475)",2024-11-27 12:08,1.0,34.0856978,-118.4749298,True,False,True,S203817194
turvul,Turkey Vulture,Cathartes aura,L895047,Gualala,2024-11-27 12:08,2.0,38.7667996,-123.5285568,True,False,False,S203815884
turvul,Turkey Vulture,Cathartes aura,L38297851,"Heritage Park (Parkwood Neighborhood, unofficial name)",2024-11-27 12:07,3.0,37.6066078,-120.879474,True,False,False,S203826895
turvul,Turkey Vulture,Cathartes aura,L22108209,Old Mission Cemetery,2024-11-27 12:03,1.0,35.2665466,-120.6692263,True,False,False,S203808703
turvul,Turkey Vulture,Cathartes aura,L600887,"Rancho Guadalupe Dunes Preserve, including Santa Maria River Estuary (SBA Co.)",2024-11-27 12:01,6.0,34.9671044,-120.6473815,True,False,False,S203812479
turvul,Turkey Vulture,Cathartes aura,L109309,Pt. Pinos--seawatch only,2024-11-27 12:00,2.0,36.6373821,-121.9357538,True,False,False,S203802484
turvul,Turkey Vulture,Cathartes aura,L447347,UC Davis--Arboretum,2024-11-27 11:56,2.0,38.5309118,-121.7603159,True,False,False,S203807240
turvul,Turkey Vulture,Cathartes aura,L1344698,Arcata Marsh--Allen Marsh,2024-11-27 11:56,23.0,40.8589544,-124.0934826,True,False,False,S203890090
turvul,Turkey Vulture,Cathartes aura,L5383123,Aqua Golf Range,2024-11-27 11:55,1.0,40.5802237,-122.3703289,True,False,False,S203794024
turvul,Turkey Vulture,Cathartes aura,L782392,Noyo Outer Harbor and Bay,2024-11-27 11:54,1.0,39.4276428,-123.8120234,True,False,False,S203826752
turvul,Turkey Vulture,Cathartes aura,L7119571,"Sacramento National Wildlife Refuge, Stonyford US-CA (39.3718,-122.1931)",2024-11-27 11:54,4.0,39.371791,-122.193106,True,False,True,S203792534
turvul,Turkey Vulture,Cathartes aura,L783948,Napa River Ecological Reserve,2024-11-27 11:51,2.0,38.4192673,-122.3531485,True,False,False,S203799198
turvul,Turkey Vulture,Cathartes aura,L38290498,Devonshire Arleta Park,2024-11-27 11:51,1.0,34.257823,-118.442899,True,False,True,S203793671
turvul,Turkey Vulture,Cathartes aura,L38362228,"Tomales Point Trail, Inverness US-CA 38.19050, -122.95681",2024-11-27 11:50,1.0,38.190504,-122.956806,True,False,True,S204115015
turvul,Turkey Vulture,Cathartes aura,L1739005,I-5--Maxwell Rest Area,2024-11-27 11:46,4.0,39.2410398,-122.181834,True,False,False,S203792115
turvul,Turkey Vulture,Cathartes aura,L502380,Heron's Head Park,2024-11-27 11:45,1.0,37.7381243,-122.3725462,True,False,False,S203818136
turvul,Turkey Vulture,Cathartes aura,L36260100,El Dorado Apartments,2024-11-27 11:40,1.0,34.4166078,-119.8614133,True,False,True,S203920756
turvul,Turkey Vulture,Cathartes aura,L24207262,Morretti Canyon Road,2024-11-27 11:35,1.0,35.21935,-120.5781409,True,False,False,S203827982
turvul,Turkey Vulture,Cathartes aura,L7449889,Paradise Canyon Open Space,2024-11-27 11:33,2.0,32.6983955,-117.0419106,True,False,False,S203793717
turvul,Turkey Vulture,Cathartes aura,L861601,Stony Gorge Reservoir,2024-11-27 11:27,2.0,39.5686465,-122.527771,True,False,False,S203853403
turvul,Turkey Vulture,Cathartes aura,L38303151,County Road 304,2024-11-27 11:23,5.0,39.611375,-122.525681,True,False,True,S203852963
turvul,Turkey Vulture,Cathartes aura,L5091667,Everett Family Farm(Private),2024-11-27 11:22,5.0,37.015827,-121.950172,True,False,True,S203807268
turvul,Turkey Vulture,Cathartes aura,L572421,Bennett Slough,2024-11-27 11:20,1.0,36.8258616,-121.7780222,True,False,False,S203822402
turvul,Turkey Vulture,Cathartes aura,L429487,Zamorra Road,2024-11-27 11:19,2.0,38.8035974,-121.9473839,True,False,True,S203789622
turvul,Turkey Vulture,Cathartes aura,L38297869,Rocky trail,2024-11-27 11:18,1.0,36.468877,-121.910026,True,False,True,S203826987
turvul,Turkey Vulture,Cathartes aura,L38362265,"McClures Beach Trail, Inverness US-CA 38.18704, -122.96253",2024-11-27 11:16,1.0,38.187045,-122.962525,True,False,True,S204115138
turvul,Turkey Vulture,Cathartes aura,L11386698,Patterson Acres East,2024-11-27 11:16,3.0,33.133697,-117.036181,True,False,True,S203790976
turvul,Turkey Vulture,Cathartes aura,L606176,Bodega Head - offshore species and the bluff ONLY,2024-11-27 11:15,3.0,38.3031875,-123.0648422,True,False,False,S203978766
turvul,Turkey Vulture,Cathartes aura,L38296878,Cowell-Purisima Coastal Trailhead,2024-11-27 11:15,12.0,37.3962098,-122.4160194,True,False,True,S203822374
turvul,Turkey Vulture,Cathartes aura,L190006,Lake Hennessey,2024-11-27 11:14,2.0,38.4878242,-122.3693016,True,False,False,S203805711
turvul,Turkey Vulture,Cathartes aura,L457444,Asilomar Conference Grounds [limited to grounds; use Asilomar SB hotspots for shore],2024-11-27 11:13,2.0,36.6191385,-121.9383228,True,False,False,S203796284
turvul,Turkey Vulture,Cathartes aura,L583568,Home Alta Mesa Rd-Wilton,2024-11-27 11:12,1.0,38.3993722,-121.2220639,True,False,True,S203792563
turvul,Turkey Vulture,Cathartes aura,L38293526,Burlupi Rd Pond,2024-11-27 11:10,1.0,38.0062982,-120.3270209,True,False,True,S203806891
turvul,Turkey Vulture,Cathartes aura,L1417533,Freshwater Farms Reserve,2024-11-27 11:10,15.0,40.7851941,-124.0950678,True,False,False,S204128872
turvul,Turkey Vulture,Cathartes aura,L2236575,Potrero County Park,2024-11-27 11:09,3.0,32.6147138,-116.5946496,True,False,False,S203790995
turvul,Turkey Vulture,Cathartes aura,L684816,Los Angeles River--Soto St.,2024-11-27 11:08,6.0,34.0095542,-118.2194138,True,False,False,S203791466
turvul,Turkey Vulture,Cathartes aura,L948276,Bothin Marsh,2024-11-27 11:08,4.0,37.8862448,-122.5223699,True,False,False,S203791126
turvul,Turkey Vulture,Cathartes aura,L985827,Woodbridge Rd. (W of I-5),2024-11-27 11:08,1.0,38.1558909,-121.4617038,True,False,False,S203807402
turvul,Turkey Vulture,Cathartes aura,L299325,Woodbridge Ecological Reserve (Isenberg Crane Reserve),2024-11-27 11:07,1.0,38.1576924,-121.4437401,True,True,False,S203791901
turvul,Turkey Vulture,Cathartes aura,L2467054,Candlestick SRA--Yosemite Slough restoration,2024-11-27 11:06,1.0,37.7237331,-122.38379,True,False,False,S203800483
turvul,Turkey Vulture,Cathartes aura,L13862955,Redhawk Community Park,2024-11-27 11:01,5.0,33.4764913,-117.0979034,True,False,False,S203787737
turvul,Turkey Vulture,Cathartes aura,L2258609,Edgemoor Street,2024-11-27 11:00,2.0,37.6834467,-122.1502018,True,False,True,S203787405
turvul,Turkey Vulture,Cathartes aura,L16641923,Point Sal Trail,2024-11-27 11:00,2.0,34.9106802,-120.6288352,True,False,False,S203824602
turvul,Turkey Vulture,Cathartes aura,L38296587,Cowell-purisma coastal trailhead,2024-11-27 11:00,2.0,37.3972611,-122.4121829,True,False,True,S203820489
turvul,Turkey Vulture,Cathartes aura,L9494556,Foxen Canyon Rd (south of Zaca Station Rd. crossing),2024-11-27 10:59,2.0,34.710196,-120.127521,True,False,False,S204182860
turvul,Turkey Vulture,Cathartes aura,L1604399,San Luis Cemetery,2024-11-27 10:56,1.0,35.2621906,-120.6704789,True,False,False,S203809021
turvul,Turkey Vulture,Cathartes aura,L1239780,Berkeley Marina--bayside,2024-11-27 10:54,2.0,37.8678917,-122.3187411,True,False,False,S203791383
turvul,Turkey Vulture,Cathartes aura,L20966842,"Sensitive area Portola Springs. 146 Princess Pine, Irvine US-CA 33.68593, -117.70069",2024-11-27 10:54,1.0,33.685928,-117.700694,True,False,True,S203793473
turvul,Turkey Vulture,Cathartes aura,L14912015,"16752 Autumn Gold Ct, Riverside US-CA 33.87626, -117.43024",2024-11-27 10:51,1.0,33.876264,-117.430237,True,False,True,S203786207
turvul,Turkey Vulture,Cathartes aura,L2937246,Joseph D. Grant CP--ranch house area,2024-11-27 10:48,1.0,37.3376529,-121.7149504,True,False,False,S203819302
turvul,Turkey Vulture,Cathartes aura,L17880643,"750–1000 Feliz Creek Rd, Hopland US-CA (38.9711,-123.1293)",2024-11-27 10:45,1.0,38.971094,-123.129256,True,False,True,S203785682
turvul,Turkey Vulture,Cathartes aura,L3622815,Veeh Ranch Park,2024-11-27 10:43,1.0,33.6280293,-117.7380913,True,False,False,S203790069
turvul,Turkey Vulture,Cathartes aura,L2111806,Riverbottom Park,2024-11-27 10:38,7.0,36.8503951,-119.9051714,True,False,False,S203796545
turvul,Turkey Vulture,Cathartes aura,L38288453,Orinda BART,2024-11-27 10:36,1.0,37.8784523,-122.1837147,True,False,True,S203784736
turvul,Turkey Vulture,Cathartes aura,L473130,Elizabeth Lake,2024-11-27 10:36,1.0,34.6666054,-118.4022331,True,False,False,S203885873
turvul,Turkey Vulture,Cathartes aura,L38289104,Albert Piantanida Park,2024-11-27 10:33,1.0,34.243804,-118.449644,True,False,True,S203787527
turvul,Turkey Vulture,Cathartes aura,L38289848,"Sunny Fields Park, Solvang US-CA 34.60824, -120.12240",2024-11-27 10:32,2.0,34.608235,-120.122396,True,False,True,S203790766
turvul,Turkey Vulture,Cathartes aura,L2515270,DeLaveaga Golf Course--Ramer Lake,2024-11-27 10:30,1.0,36.9981665,-121.9992578,True,False,False,S203794512
turvul,Turkey Vulture,Cathartes aura,L957336,Muir Beach--Redwood Creek riparian corridor,2024-11-27 10:30,2.0,37.8622617,-122.5747671,True,False,False,S203789775
turvul,Turkey Vulture,Cathartes aura,L7868981,"Cypress Grove, Marshall US-CA (38.1657,-122.8991)",2024-11-27 10:29,4.0,38.165659,-122.899127,True,False,True,S203791016
turvul,Turkey Vulture,Cathartes aura,L13107034,safeway,2024-11-27 10:25,4.0,39.7615597,-121.8242135,True,False,True,S204177895
turvul,Turkey Vulture,Cathartes aura,L991685,La Grange Regional Park--Old La Grange Rd. to La Grange Dam Rd.,2024-11-27 10:20,11.0,37.66477,-120.459,True,False,False,S203799094
turvul,Turkey Vulture,Cathartes aura,L934941,Sacramento River NWR--Rio Vista Unit,2024-11-27 10:16,6.0,39.9095387,-122.0838547,True,False,False,S203826292
turvul,Turkey Vulture,Cathartes aura,L2698912,Ed Levin CP--Sandy Wool-Elm areas,2024-11-27 10:16,3.0,37.4559362,-121.8632054,True,False,False,S203796943
turvul,Turkey Vulture,Cathartes aura,L781353,Mission College,2024-11-27 10:15,3.0,37.3907545,-121.9839907,True,False,False,S204142663
turvul,Turkey Vulture,Cathartes aura,L5054150,Bufferlands--North Levee (limited access),2024-11-27 10:13,3.0,38.4599471,-121.4747491,True,False,True,S203818458
turvul,Turkey Vulture,Cathartes aura,L2593067,Wohler Bridge,2024-11-27 10:13,6.0,38.5061065,-122.8842795,True,False,False,S203834192
turvul,Turkey Vulture,Cathartes aura,L38310606,"Camellia Drive, McKinleyville",2024-11-27 10:08,1.0,40.9368003,-124.0875198,True,False,True,S203889992
turvul,Turkey Vulture,Cathartes aura,L502891,Monterey--Washerwomans Pond (Aguajito at Hwy 1),2024-11-27 10:07,1.0,36.5927036,-121.8814659,True,False,False,S203785129
turvul,Turkey Vulture,Cathartes aura,L578601,Doran Regional Park - entrance pond to jetty,2024-11-27 10:04,2.0,38.3146057,-123.0438066,True,False,False,S203835273
turvul,Turkey Vulture,Cathartes aura,L340899,Cachuma Lake--east end,2024-11-27 10:03,1.0,34.5487018,-119.8936719,True,False,False,S204182821
turvul,Turkey Vulture,Cathartes aura,L18419053,South Salmon Creek Beach,2024-11-27 10:01,7.0,38.342518,-123.0676376,True,False,True,S203789988
turvul,Turkey Vulture,Cathartes aura,L178143,Albany Bulb,2024-11-27 09:57,3.0,37.890057,-122.32462,True,False,False,S203811055
turvul,Turkey Vulture,Cathartes aura,L590817,American Canyon Wetlands--Eucalyptus Rd.,2024-11-27 09:57,1.0,38.1808883,-122.2774029,True,False,False,S203811023
turvul,Turkey Vulture,Cathartes aura,L8403773,Merrills Landing Wildlife Area (accessible by Rio Vista Unit Trail System or by boat only),2024-11-27 09:56,2.0,39.8786892,-122.0561416,True,False,False,S203826263
turvul,Turkey Vulture,Cathartes aura,L5290811,Rosicrucian Park,2024-11-27 09:56,1.0,37.3340316,-121.922721,True,False,False,S203787361
turvul,Turkey Vulture,Cathartes aura,L3466550,Knickerbocker Creek,2024-11-27 09:55,5.0,38.8809779,-121.0264206,True,False,False,S203812079
turvul,Turkey Vulture,Cathartes aura,L677049,Rotary Nature Center,2024-11-27 09:54,1.0,37.8071944,-122.2559479,True,False,False,S203787599
turvul,Turkey Vulture,Cathartes aura,L8243104,PFSS Transect #001 Points 11-20,2024-11-27 09:49,6.0,39.46561,-122.189955,True,False,True,S203974766
turvul,Turkey Vulture,Cathartes aura,L639463,Emma Wood State Beach,2024-11-27 09:48,1.0,34.2791874,-119.3132186,True,False,False,S203792484
turvul,Turkey Vulture,Cathartes aura,L25963510,Gma,2024-11-27 09:43,1.0,32.965289,-117.044046,True,False,True,S203781275
turvul,Turkey Vulture,Cathartes aura,L16987822,Soda Lake area (private; view from Hwy 129 only),2024-11-27 09:40,7.0,36.9033707,-121.6063967,True,False,False,S203802496
turvul,Turkey Vulture,Cathartes aura,L13472313,"450 Lancaster Street, Cambria, California, US (35.563, -121.103)",2024-11-27 09:40,8.0,35.5629835,-121.1032044,True,False,True,S203810029
turvul,Turkey Vulture,Cathartes aura,L954210,Mayfield Slough,2024-11-27 09:38,3.0,37.450843,-122.1023512,True,False,False,S203783133
turvul,Turkey Vulture,Cathartes aura,L3226626,Healdsburg Ridge OSP,2024-11-27 09:37,12.0,38.6373887,-122.8579617,True,False,False,S203794039
turvul,Turkey Vulture,Cathartes aura,L10719321,Calabazas Creek Trail--US-101 to CA-237,2024-11-27 09:37,14.0,37.4042153,-121.9862752,True,False,False,S204142550
turvul,Turkey Vulture,Cathartes aura,L337698,Goleta Sanitary District Plant (restricted access),2024-11-27 09:36,1.0,34.42334,-119.83231,True,False,False,S203778906
turvul,Turkey Vulture,Cathartes aura,L422817,"Coal Oil Point, Devereux Beach, Sands Beach, and bluff trails",2024-11-27 09:35,2.0,34.4071359,-119.8783064,True,False,False,S203830024
turvul,Turkey Vulture,Cathartes aura,L372998,Flood Rd. at N Waverly Rd.,2024-11-27 09:35,1.0,38.017263,-120.9465981,True,False,False,S203779755
turvul,Turkey Vulture,Cathartes aura,L374421,O'Neill Regional Park,2024-11-27 09:34,1.0,33.6509948,-117.6013874,True,False,False,S203786567
turvul,Turkey Vulture,Cathartes aura,L38233526,Rasmussen Pond,2024-11-27 09:34,2.0,38.6895714,-120.9751368,True,False,True,S203809479
turvul,Turkey Vulture,Cathartes aura,L317501,Pfeiffer Big Sur SP,2024-11-27 09:33,2.0,36.2496724,-121.7794991,True,False,False,S203800594
turvul,Turkey Vulture,Cathartes aura,L4379080,Indigeny Reserve,2024-11-27 09:30,6.0,38.0116719,-120.3206509,True,False,False,S203805920
turvul,Turkey Vulture,Cathartes aura,L607633,Arana Gulch OSP,2024-11-27 09:30,1.0,36.9762781,-121.9989575,True,False,False,S203811696
turvul,Turkey Vulture,Cathartes aura,L631746,Skyline Wilderness Park,2024-11-27 09:30,4.0,38.2743394,-122.2455597,True,False,False,S203814546
turvul,Turkey Vulture,Cathartes aura,L37883536,Stow Lake,2024-11-27 09:30,1.0,37.7698327,-122.4767232,True,False,False,S203871650
turvul,Turkey Vulture,Cathartes aura,L6736378,"Coyote Pond area, Lincoln, California",2024-11-27 09:30,2.0,38.8474174,-121.2659842,True,False,True,S203812128
turvul,Turkey Vulture,Cathartes aura,L23588480,housebackyard,2024-11-27 09:29,1.0,37.273421,-121.989233,True,False,True,S203781162
turvul,Turkey Vulture,Cathartes aura,L208487,Oso Flaco Lake (not for beach/ocean),2024-11-27 09:27,1.0,35.0302072,-120.6207848,True,False,False,S203788707
turvul,Turkey Vulture,Cathartes aura,L20226479,Fairwood Park,2024-11-27 09:24,2.0,37.396145,-121.989083,True,False,False,S204142409
turvul,Turkey Vulture,Cathartes aura,L3972156,San Andreas Trail,2024-11-27 09:17,1.0,37.608673,-122.4333143,True,False,False,S203791063
turvul,Turkey Vulture,Cathartes aura,L20532029,Greenhouse,2024-11-27 09:13,1.0,36.969946,-122.045403,True,False,True,S203911545
turvul,Turkey Vulture,Cathartes aura,L873348,San Diego Botanic Garden,2024-11-27 09:12,1.0,33.0531158,-117.280587,True,False,False,S203792319
turvul,Turkey Vulture,Cathartes aura,L22680127,My Yard near El Cejo and Levee Drive Rancho Cordova,2024-11-27 09:09,1.0,38.58885,-121.3234882,True,False,True,S203971940
turvul,Turkey Vulture,Cathartes aura,L9930300,UBIF official use only south Lake Merced riparian,2024-11-27 09:02,,37.7135547,-122.4861897,True,False,False,S203778005
turvul,Turkey Vulture,Cathartes aura,L3387775,Alluvial Groundwater Recharge Basins,2024-11-27 08:55,3.0,36.8474394,-119.6961737,True,False,False,S203775554
turvul,Turkey Vulture,Cathartes aura,L4126509,Vereda del Ciervo,2024-11-27 08:52,13.0,34.4430059,-119.9162221,True,False,True,S203788858
turvul,Turkey Vulture,Cathartes aura,L23111424,Great Park Wildlife Corridor,2024-11-27 08:48,5.0,33.668719,-117.725546,True,False,False,S203783364
turvul,Turkey Vulture,Cathartes aura,L404795,"Oak Canyon Nature Center, Anaheim",2024-11-27 08:48,3.0,33.8372351,-117.7554989,True,False,False,S203794247
turvul,Turkey Vulture,Cathartes aura,L242192,Pillar Point Harbor,2024-11-27 08:45,1.0,37.5033407,-122.4819213,True,False,False,S203794490
turvul,Turkey Vulture,Cathartes aura,L1295310,Bufferlands--Upper Beach Lake (limited access),2024-11-27 08:43,2.0,38.4496454,-121.4852086,True,False,False,S203809949
turvul,Turkey Vulture,Cathartes aura,L803681,Don Castro Regional Recreation Area,2024-11-27 08:34,2.0,37.6910881,-122.0530415,True,False,False,S203776479
turvul,Turkey Vulture,Cathartes aura,L716938,San Benito Historical Park,2024-11-27 08:34,3.0,36.7731472,-121.3104236,True,False,False,S203793114
turvul,Turkey Vulture,Cathartes aura,L2834812,Harris Ranch,2024-11-27 08:30,2.0,38.7165233,-120.7913518,True,False,True,S203814744
turvul,Turkey Vulture,Cathartes aura,L271276,La Grange Regional Park--Basso Bridge and fishing access,2024-11-27 08:30,4.0,37.6462,-120.4945,True,False,False,S203798599
turvul,Turkey Vulture,Cathartes aura,L5267435,Pennington Rd--Colusa Hwy to W Liberty Rd.,2024-11-27 08:29,1.0,39.351944,-121.7987025,True,False,False,S203773050
turvul,Turkey Vulture,Cathartes aura,L38286920,"Carpinteria Sanitary District offices, Santa Barbara, California, United States",2024-11-27 08:26,1.0,34.393271,-119.517161,True,False,True,S203777440
turvul,Turkey Vulture,Cathartes aura,L616539,Pecho Road Willows,2024-11-27 08:26,3.0,35.3170687,-120.85271,True,False,False,S203784673
turvul,Turkey Vulture,Cathartes aura,L451792,North Area Drainage Pond,2024-11-27 08:25,1.0,38.5713205,-121.7486858,True,False,False,S203821310
turvul,Turkey Vulture,Cathartes aura,L28463693,North Myrtletown neighborhood and marshes,2024-11-27 08:22,2.0,40.795102,-124.130437,True,False,False,S203782483
turvul,Turkey Vulture,Cathartes aura,L38291570,"San Joaquin River National Wildlife Refuge, Vernalis US-CA 37.61460, -121.20789",2024-11-27 08:18,6.0,37.614596,-121.207892,True,False,True,S203798067
turvul,Turkey Vulture,Cathartes aura,L38290747,"Creekside Park, Novato US-CA (38.0463,-122.5401)",2024-11-27 08:08,27.0,38.046255,-122.540075,True,False,True,S203794690
turvul,Turkey Vulture,Cathartes aura,L263797,Edgewood Park,2024-11-27 08:00,1.0,37.46952,-122.28079,True,False,False,S203805396
turvul,Turkey Vulture,Cathartes aura,L28886820,"2515 Montgomery Pl, El Dorado Hills US-CA 38.72524, -121.10252",2024-11-27 08:00,2.0,38.725243,-121.102516,True,False,True,S203770870
turvul,Turkey Vulture,Cathartes aura,L11315715,Queen of Heaven Cemetery,2024-11-27 07:57,5.0,37.9448596,-122.1063846,True,False,False,S203788183
turvul,Turkey Vulture,Cathartes aura,L446944,"William R Mason Regional Park, Irvine",2024-11-27 07:56,3.0,33.6561023,-117.8293562,True,False,False,S203802544
turvul,Turkey Vulture,Cathartes aura,L5128860,"PFSS Transect #001, Points 0-10",2024-11-27 07:54,3.0,39.494932,-122.249117,True,False,True,S203779451
turvul,Turkey Vulture,Cathartes aura,L1295042,Bufferlands--Black Crown Lake (limited access),2024-11-27 07:48,1.0,38.440615,-121.4850998,True,False,True,S203809012
turvul,Turkey Vulture,Cathartes aura,L7181932,Lake Yosemite Co. Park,2024-11-27 07:45,12.0,37.37125,-120.42867,True,False,False,S204095260
turvul,Turkey Vulture,Cathartes aura,L14520107,"Crucero Park, Mission Viejo",2024-11-27 07:40,1.0,33.6473397,-117.6479007,True,False,False,S203820168
turvul,Turkey Vulture,Cathartes aura,L14371580,North Davis Upland Habitat Area,2024-11-27 07:20,1.0,38.5724,-121.7474,True,False,False,S203821094
turvul,Turkey Vulture,Cathartes aura,L14073843,LuBeeland,2024-11-27 07:18,2.0,34.395577,-119.507798,True,False,True,S203778986
turvul,Turkey Vulture,Cathartes aura,L28030820,Almond Tree Oasis,2024-11-27 07:09,2.0,36.1352764,-120.1657641,True,False,True,S203823251
turvul,Turkey Vulture,Cathartes aura,L6350407,"1260 Norman Drive, Redding, California, US (40.58, -122.348)",2024-11-27 06:53,1.0,40.5804202,-122.34812,True,False,True,S203860784
turvul,Turkey Vulture,Cathartes aura,L12638749,O'Neill Regional Park--Mesa Day Use Area,2024-11-27 06:45,1.0,33.6506876,-117.5965567,True,False,False,S203906513
turvul,Turkey Vulture,Cathartes aura,L11172995,San Joaquin River NWR - Mohler Tract (restricted access),2024-11-26 16:23,1.0,37.7211305,-121.1492395,True,False,False,S203821075
turvul,Turkey Vulture,Cathartes aura,L1091529,Stafford Lake County Park,2024-11-26 16:22,3.0,38.1163263,-122.6440716,True,False,False,S203731943
turvul,Turkey Vulture,Cathartes aura,L38275760,Casserly GC,2024-11-26 16:15,2.0,36.97693,-121.745439,True,False,True,S203720727
turvul,Turkey Vulture,Cathartes aura,L247966,Coyote Point County Park,2024-11-26 16:00,1.0,37.5899626,-122.3215145,True,False,False,S203722406
turvul,Turkey Vulture,Cathartes aura,L3990548,Sebastopol Community Center,2024-11-26 15:55,1.0,38.4101211,-122.8197241,True,False,False,S203721279
turvul,Turkey Vulture,Cathartes aura,L9381979,De Anza Trail--North Atascadero,2024-11-26 15:50,3.0,35.5267508,-120.6974933,True,False,False,S203828007
turvul,Turkey Vulture,Cathartes aura,L486301,William Land Park,2024-11-26 15:46,2.0,38.5395055,-121.4991117,True,False,False,S203720912
